"","X","NEWS_SOURCE","TITLE","REPORT_TIME","side","score","author_new.NEWS_AUTHOR","news_seg"
"428",428,"三一集团有限公司","三一集团与贵州省政府签署战略合作协议","2015-12-17 00:00:00",0,NA,"中国工程机械商贸网","三一,集团,贵州,省政府,签署,战略,合作,协议"
"429",429,"三一集团有限公司","中国石化长城润滑油携手三一集团开拓海外市场","2015-12-16 12:20:00",0,NA,"国资委","中国,石化,长城,润滑油,携手,三一,集团,开拓,海外,市场"
"430",430,"三一集团有限公司","中国企业“抱团出海” 三一集团与印度签订合作协议","2015-10-19 15:00:00",0,NA,"东方财富网","中国,企业,抱,团,出海,三一,集团,印度,签订,合作,协议"
"431",431,"三一集团有限公司","三一集团有限公司","2012-12-25 17:00:00",0,NA,"金融界","三一,集团,有限公司"
"432",432,"三一集团有限公司","三一重工股份有限公司关于控股股东减持的提示性公告","2015-04-28 03:00:00",0,NA,"网易新闻","三一重工,股份,有限公司,控股,股东,减,持,提示性,公告"
"433",433,"三一集团有限公司","长百集团:百亿并购基金进军海外气田,全力建设LNG全产业链","2015-07-06 16:00:00",1,1,"腾讯财经","长百,集团,百亿,并购,基金,进军,海外,气田,建设,LNG,全,产业链"
"434",434,"三一集团有限公司","三一重工股份有限公司关于大股东及其一致行动人和公司高管增持...","2015-07-29 05:00:00",0,NA,"新浪财经","三一重工,股份,有限公司,大,股东,一致,行动,人,公司,增,持"
"435",435,"三一集团有限公司","STCN解读:三一重工集团折价转让4.5亿股 引入朱雀投资、陈发树","2014-12-19 20:00:00",0,NA,"凤凰网","STCN,解读,三一重工,集团,折价,转让,4.5亿,引入,朱雀,投资,陈发树"
"436",436,"三一集团有限公司","[股东会]三一重工:2015年第一次临时股东大会资料","2015-11-04 18:02:00",0,NA,"中国财经信息网","股东会,三一重工,2015年,第一,临时,股东,大会,资料"
"437",437,"三一集团有限公司","三一重工股份有限公司员工持股计划(草案)摘要","2016-03-10 05:37:00",0,NA,"证券时报","三一重工,股份,有限公司,员工,持,股,计划,草案,摘要"
"438",438,"三一集团有限公司","三一重工股份有限公司关于公开发行可转债会后事项告知函回复的...","2015-12-18 01:00:00",0,NA,"网易新闻","三一重工,股份,有限公司,公开,发行,可,转,债,会后,事项,告知,函,回复"
"439",439,"三一集团有限公司","三一重工股份有限公司关于公司大股东增持计划完成的公告","2015-08-04 01:00:00",0,NA,"搜狐证券","三一重工,股份,有限公司,公司,大,股东,增,持,计划,完成,公告"
"440",440,"三一集团有限公司","联手三一集团 长百集团推进搅拌站“油改气”","2015-05-25 08:27:00",1,7,"新华网","联手,三一,集团,长百,集团,推进,搅拌站,油,改气"
"441",441,"三一集团有限公司","世界级集装箱全球承运公司达飞海运携手三一","2015-09-09 10:00:00",1,3,"中国路面机械网","世界级,集装箱,全球,承运,公司,达,飞,海运,携手,三一"
"442",442,"三一集团有限公司","三一重工澄清:长百集团合作方为三一集团","2015-05-25 17:39:00",0,NA,"网易财经","三一重工,澄清,长百,集团,合作方,三一,集团"
"443",443,"三一集团有限公司","三一集团斥巨资造“众智新城” 提速“中国制造2025”","2016-01-12 19:27:00",0,NA,"同花顺金融服务网","三一,集团,斥,巨资,造,众智,新,城,提速,中国,制造,2025"
"444",444,"三一集团有限公司","三一重工股份有限公司 2015年第一次临时股东大会决议公告","2015-11-10 01:00:00",0,NA,"搜狐证券","三一重工,股份,有限公司,2015年,第一,临时,股东,大会,决议,公告"
"445",445,"三一集团有限公司","联手三一集团 长百集团推进搅拌站“油改气”","2015-05-25 08:32:00",1,7,"新华网","联手,三一,集团,长百,集团,推进,搅拌站,油,改气"
"446",446,"三一集团有限公司","[公司]三一重工大股东1个月内至少增持7亿","2015-07-08 19:00:00",0,NA,"新浪财经","公司,三一重工大,股东,1,月,内,增,持,7亿"
"447",447,"三一集团有限公司","三一重工大股东7亿元增持公司股份","2015-08-03 20:25:00",0,NA,"和讯","三一重工大,股东,7亿,增,持,公司,股份"
"448",448,"三一集团有限公司","三一重工股份有限公司关于公司高级管理人员增持计划完成的公告","2015-09-29 01:00:00",1,5,"搜狐证券","三一重工,股份,有限公司,公司,高级,管理,人员,增,持,计划,完成,公告"
"449",449,"三一集团有限公司","三一重工股份有限公司关于使用募集资金置换预先投入部分募投项目...","2016-02-02 02:00:00",0,NA,"网易新闻","三一重工,股份,有限公司,使用,募集,资金,置换,投入,部分,募投,项目"
"450",450,"三一集团有限公司","栾克军贠建民带队赴三一集团考察合作项目","2015-11-09 10:44:00",0,NA,"新华网甘肃站","栾克军,贠建民,带队,赴,三一,集团,考察,合作,项目"
"451",451,"三一集团有限公司","三一重起全资子公司湖南中泰完成首次风电吊装作业","2015-07-14 10:50:00",0,NA,"中国路面机械网","三一,起,全资,子公司,湖南,中,泰,完成,首,风电,吊装,作业"
"452",452,"三一集团有限公司","三一集团发布声明 称946亿元负债严重不实","2013-06-13 01:00:00",2,3,"新浪财经","三一,集团,发布,声明,称,946亿,负债,严重,实"
"453",453,"三一集团有限公司","三一重工巴西公司新厂址奠基","2015-09-29 16:06:00",0,NA,"中国江苏网","三一重工,巴西,公司,新,厂址,奠基"
"454",454,"三一集团有限公司","三一重工股份有限公司获颁整合管理体系认证证书","2015-10-14 15:00:00",0,NA,"第一工程机械网","三一重工,股份,有限公司,获颁,整合,管理,体系,认证,证书"
"455",455,"三一集团有限公司","三一重工股份有限公司关于大股东增持公司股份计划的公告","2015-07-09 04:00:00",0,NA,"搜狐证券","三一重工,股份,有限公司,大,股东,增,持,公司,股份,计划,公告"
"456",456,"三一集团有限公司","今年上半年昆山三一重机盈利居集团首位","2014-07-21 16:39:00",0,NA,"江苏新闻网","今年,上半年,昆山,三一重机,盈利,居,集团,首"
"457",457,"三一集团有限公司","三一重工:2015三季报净利润0.38亿 同比下降97.61%","2015-10-31 12:21:00",0,NA,"同花顺金融网","三一重工,2015,三季报,净利润,0.38亿,同比,下降,97.61%"
"458",458,"三一集团有限公司","三一重工股份有限公司关于公司高级管理人员增持计划完成的公告","2015-09-29 01:00:00",1,5,"新浪财经","三一重工,股份,有限公司,公司,高级,管理,人员,增,持,计划,完成,公告"
"459",459,"三一集团有限公司","[公告]三一重工:关于维护公司股价稳定方案的公告","2015-07-11 12:57:00",0,NA,"中国财经信息网","公告,三一重工,维护,公司,股价,稳定,方案,公告"
"460",460,"三一集团有限公司","三一重工股份有限公司关于中国证监会就公司公开发行可转债会后...","2015-11-25 01:00:00",0,NA,"搜狐证券","三一重工,股份,有限公司,中国,证监会,公司,公开,发行,可,转,债,会后"
"461",461,"三一集团有限公司","中国民企500强出炉 8湘企上榜三一集团蝉联湘企","2015-11-17 08:00:00",0,NA,"新华网湖南站","中国,民企,500,强,出炉,8,湘,企上榜三一,集团,蝉联,湘企"
"462",462,"三一集团有限公司","图文:三一集团有限公司总裁向文波","2013-08-08 12:00:00",0,NA,"新浪财经","图文,三一,集团,有限公司,总裁,向,文波"
"463",463,"三一集团有限公司","三一集团出资成立明照资本紧握工业4.0主线","2015-10-14 18:53:00",0,NA,"同花顺金融服务网","三一,集团,出资,成立,明照,资本,紧握,工业,4.0,主线"
"464",464,"三一集团有限公司","长春百货大楼集团股份有限公司关于子公司签订LNG/CNG加注站项目...","2015-05-25 02:00:00",0,NA,"搜狐证券","长春,百货大楼,集团,股份,有限公司,子公司,签订,LNG,CNG,加注站,项目"
"465",465,"三一集团有限公司","三一重工股份有限公司2014第一季度报告","2014-04-30 07:00:00",0,NA,"凤凰网","三一重工,股份,有限公司,2014,第一,季度,报告"
"466",466,"三一集团有限公司","三一重工诉奥巴马案和解告终","2015-11-23 09:00:00",1,1,"慧聪网","三一重工诉,奥巴马案,和解,告终"
"467",467,"三一集团有限公司","三一重工股份有限公司非公开发行股票发行情况报告书及股份变动...","2007-08-22 03:00:00",2,5,"腾讯财经","三一重工,股份,有限公司,非公开,发行,股票,发行,情况,报告书,股份,变动"
"468",468,"三一集团有限公司","三一集团诉奥巴马案达成全面和解 互相撤诉","2015-11-05 11:00:00",1,5,"国搜网","三一,集团,诉,奥巴马案,达成,全面,和解,撤诉"
"469",469,"三一集团有限公司","湖南人文科技学院副校长陈志国率队考察三一重工中兴液压件有限公司","2015-10-15 12:44:00",1,5,"中国高校之窗","湖南,人文,科技,学院,副,校长,陈志国,率,队,考察,三一重工,中,兴液,压件,有限公司"
"470",470,"三一集团有限公司","三一集团董事毛中吾:坚持全产业链定位 成为风电第一品牌","2015-10-27 13:57:00",0,NA,"同花顺金融网","三一,集团,董事,毛中吾,坚持,全,产业链,定位,成为,风电,第一,品牌"
"471",471,"三一集团有限公司","三一重工股份有限公司关于维护公司股价稳定方案的公告","2015-07-11 07:00:00",0,NA,"搜狐证券","三一重工,股份,有限公司,维护,公司,股价,稳定,方案,公告"
"472",472,"三一集团有限公司","三一重工股份有限公司向特定对象发行股份购买资产暨关联交易预案","2008-10-10 03:00:00",0,NA,"全景网络","三一重工,股份,有限公司,特定,对象,发行,股份,购买,资产,关联,交易,预案"
"473",473,"三一集团有限公司","三一重工股份有限公司","2007-08-24 08:00:00",0,NA,"新浪财经","三一重工,股份,有限公司"
"474",474,"三一集团有限公司","三一重工(003031)董事会成员","2009-03-20 22:55:00",0,NA,"凤凰网","三一重工,003031,董事会,成员"
"475",475,"三一集团有限公司","600031:三一重工高级管理人员辞职 - 同花顺金融服务网","2015-08-04 16:21:00",1,5,"同花顺金融服务网","600031,三一重工,高级,管理,人员,辞职,花顺,金融,服务网"
"476",476,"三一集团有限公司","吐鲁番市与三一集团签署新能源项目投资协议","2015-09-18 08:32:00",0,NA,"中国工程机械商贸网","吐鲁番市,三一,集团,签署,新,能源,项目,投资,协议"
"477",477,"三一集团有限公司","三一重工股份有限公司2007年度报告摘要","2008-04-25 03:00:00",0,NA,"和讯保险网","三一重工,股份,有限公司,2007,年度,报告,摘要"
"478",478,"三一集团有限公司","2007年三一重工股份公司公司债募集说明书摘要","2007-07-04 08:00:00",0,NA,"网易财经","2007年,三一重工,股份公司,公司,债,募集,说明书,摘要"
"479",479,"三一集团有限公司","三一重工股份有限公司向特定对象发行股份购买资产暨关联交易报告...","2008-11-05 04:00:00",0,NA,"全景网络","三一重工,股份,有限公司,特定,对象,发行,股份,购买,资产,关联,交易,报告"
"480",480,"三一集团有限公司","三一重工股份有限公司向特定对象发行股份购买资产暨关联交易预案(...","2008-10-10 02:00:00",0,NA,"和讯基金","三一重工,股份,有限公司,特定,对象,发行,股份,购买,资产,关联,交易,预案"
"481",481,"三一集团有限公司","三一重工股份有限公司收购报告书摘要","2008-11-21 08:00:00",0,NA,"腾讯财经","三一重工,股份,有限公司,收购,报告书,摘要"
"482",482,"三一集团有限公司","三一重工股份有限公司2008年半年度报告摘要","2008-08-26 02:00:00",0,NA,"和讯期货频道","三一重工,股份,有限公司,2008年,半,年度,报告,摘要"
"483",483,"三一集团有限公司","三一重工股份有限公司","2008-11-27 10:56:00",0,NA,"红网","三一重工,股份,有限公司"
"484",484,"三一集团有限公司","三一重工借助日志审计加强企业内控","2009-11-19 17:00:00",1,5,"比特网","三一重工,借助,日志,审计,加强,企业,内控"
"485",485,"三一集团有限公司","三一重工启动收购集团挖掘机资产","2008-06-30 05:00:00",0,NA,"全景网络","三一重工,启动,收购,集团,挖掘机,资产"
"486",486,"三一集团有限公司","三一重工股份有限公司二〇〇八年第一次临时股东大会决议公告","2008-11-21 02:00:00",0,NA,"和讯基金","三一重工,股份,有限公司,二,〇,〇,八,第一,临时,股东,大会,决议,公告"
"487",487,"三一集团有限公司","三一重工股份有限公司首次公开发行股票招股说明书","2003-06-13 00:00:00",0,NA,"凤凰网","三一重工,股份,有限公司,首,公开,发行,股票,招股,说明书"
"488",488,"三一集团有限公司","三一重工股份有限公司2008年第三季度报告","2008-10-27 02:22:00",0,NA,"网易财经","三一重工,股份,有限公司,2008年,第三,季度,报告"
"489",489,"三一集团有限公司","三一集团董事集体降薪90% 董事长只领1元年薪","2009-01-19 01:00:00",0,NA,"和讯","三一,集团,董事,集体,降,薪,90%,董事长,领,1,年薪"
"490",490,"三一集团有限公司","证券代码:600031 证券简称:三一重工","2006-06-30 00:00:00",0,NA,"新浪财经","证券,代码,600031,证券,简称,三一,重工"
"491",491,"三一集团有限公司","三一重工股份有限公司第二届董事会第八次会议决议公告","2004-08-26 02:00:00",0,NA,"中国证券网","三一重工,股份,有限公司,第二,董事会,第八,会议,决议,公告"
"492",492,"三一集团有限公司","三一重工大股东7亿元增持公司股份","2015-08-03 20:25:00",0,NA,"金融界","三一重工大,股东,7亿,增,持,公司,股份"
"493",493,"三一集团有限公司","三一重工股份有限公司2005年度报告","2006-04-18 00:00:00",0,NA,"凤凰网","三一重工,股份,有限公司,2005,年度,报告"
"494",494,"三一集团有限公司","三一重工股份有限公司第三届董事会第三十二次会议决议公告暨召开...","2010-04-26 00:00:00",0,NA,"证券时报","三一重工,股份,有限公司,第三,董事会,第三十二,会议,决议,公告,召开"
"495",495,"三一集团有限公司","三一重工股份有限公司2004年半年度报告","2004-08-26 00:00:00",0,NA,"华股财经","三一重工,股份,有限公司,2004年,半,年度,报告"
"496",496,"三一集团有限公司","三一重工股份有限公司2009 年度分配及转增股本实施公告","2010-06-18 00:00:00",0,NA,"证券时报","三一重工,股份,有限公司,2009,年度,分配,转,增,股本,实施,公告"
"497",497,"三一集团有限公司","三一重工股份有限公司第二届董事会第八次会议决议公告","2004-08-26 00:00:00",0,NA,"新浪财经","三一重工,股份,有限公司,第二,董事会,第八,会议,决议,公告"
"498",498,"三一集团有限公司","三一重工股份有限公司关联交易公告","2004-10-27 01:00:00",0,NA,"中国证券网","三一重工,股份,有限公司,关联,交易,公告"
"499",499,"三一集团有限公司","G三一(600031)_周福贵_公司高管_公司资料_新浪财经","2004-12-31 00:00:00",0,NA,"新浪财经","G,三一,600031,周福贵_,公司,高管_,公司,资料,新浪,财经"
"500",500,"三一集团有限公司","Conexpo看台:三一重工股份有限公司","2007-12-05 08:00:00",0,NA,"慧聪网","Conexpo,看台,三一重工,股份,有限公司"
"501",501,"三一集团有限公司","三一重工股份有限公司上市公告书","2003-06-27 00:00:00",0,NA,"中证网","三一重工,股份,有限公司,上市,公告书"
"502",502,"三一集团有限公司","三一重工(600031)_定期报告_公司资料_新浪财经","2003-06-30 00:00:00",0,NA,"新浪财经","三一重工,600031,定期,报告,公司,资料,新浪,财经"
"503",503,"三一集团有限公司","三一重工(600031)_定期报告_公司资料_新浪财经","2004-12-31 00:00:00",0,NA,"新浪财经","三一重工,600031,定期,报告,公司,资料,新浪,财经"
"504",504,"三一集团有限公司","三一集团进军PC装备业 助推建筑工业化","2014-06-18 08:00:00",1,1,"慧聪网","三一,集团,进军,PC,装备,推,建筑,工业化"
"505",505,"三一集团有限公司","证券代码:600031 证券简称:三一重工","2006-12-31 00:00:00",0,NA,"新浪财经","证券,代码,600031,证券,简称,三一,重工"
"506",506,"三一集团有限公司","厦门厦工机械股份有限公司非公开发行股票发行结果暨股份变动公告","2012-03-02 01:22:00",2,5,"网易财经","厦门,厦工,机械,股份,有限公司,非公开,发行,股票,发行,结果,股份,变动,公告"
"507",507,"三一集团有限公司","三一重工","2007-02-10 08:00:00",0,NA,"新浪财经","三一,重工"
"508",508,"三一集团有限公司","三一集团有限公司_三一重工_主要股东_公司资料_新浪财经","2007-01-28 23:45:00",0,NA,"新浪财经","三一,集团,有限公司,主要,股东_,公司,资料,新浪,财经"
"509",509,"中联重科股份有限公司","宁波银行股份有限公司2013半年度报告摘要","2013-08-29 05:56:00",0,NA,"证券时报","宁波,银行,股份,有限公司,2013,半,年度,报告,摘要"
"510",510,"中联重科股份有限公司","“中联重科”杯第二届全国混凝土设计大赛开战","2011-04-18 10:00:00",0,NA,"和讯","中联重科,杯,第二,全国,混凝土,设计,大赛,开战"
"511",511,"中联重科股份有限公司","[中报]中联重科:2010年半年度报告","2010-08-23 05:39:00",0,NA,"中国财经信息网","中报,中,联重科,2010,半,年度,报告"
"512",512,"中联重科股份有限公司","[公告]中联重科:关于设立全资子公司中联资本管理有限责任公司的公告","2015-08-12 21:47:00",0,NA,"中国财经信息网","公告,中,联重科,设立,全资,子公司,中联,资本,管理,有限,责任,公司,公告"
"513",513,"中联重科股份有限公司","中联重科董事长詹纯新的背景资料及照片","2013-10-24 17:00:00",0,NA,"闽南网","中联重科,董事长,詹,纯,新,背景,资料,照片"
"514",514,"中联重科股份有限公司","张文雄视察中联重科汉寿工业园","2014-01-13 17:00:00",0,NA,"慧聪网","张文雄,视察,中联重科,汉寿,工业园"
"515",515,"中联重科股份有限公司","湖南军芃科技股份有限公司7月30日在新三板挂牌上市","2015-07-30 14:00:00",0,NA,"中商情报网","湖南,军芃,科技,股份,有限公司,7月,30日,新,三,挂牌,上市"
"516",516,"中联重科股份有限公司","瑞捷股份:法律意见书","2015-07-14 17:28:00",0,NA,"中金证券","瑞捷,股份,法律,意见书"
"517",517,"中联重科股份有限公司","热烈祝贺吉祥人寿保险股份有限公司隆重开业","2012-09-21 00:00:00",1,3,"21CN","热烈,祝贺,吉祥,人寿保险,股份,有限公司,隆重,开业"
"518",518,"中联重科股份有限公司","中联重科中标徐州餐厨垃圾处理PPP项目","2015-07-21 10:54:00",0,NA,"北极星节能环保网","中联重科,中标,徐州,餐厨,垃圾,处理,PPP,项目"
"519",519,"中联重科股份有限公司","江苏高科石化股份有限公司首次公开发行股票招股意向书摘要","2015-06-25 05:00:00",0,NA,"新浪财经","江苏,高科,石化,股份,有限公司,首,公开,发行,股票,招股,意向书,摘要"
"520",520,"中联重科股份有限公司","泰尔重工股份有限公司关于深交所2014年年报问询函回复的公告","2015-06-20 02:00:00",0,NA,"新浪财经","泰尔,重工,股份,有限公司,深交所,2014年,年报,问,询函,回复,公告"
"521",521,"中联重科股份有限公司","瀚华金控股份有限公司","2015-06-08 02:00:00",0,NA,"新浪财经","瀚华,金控,股份,有限公司"
"522",522,"中联重科股份有限公司","设备制造企业Terex收到中联重科的收购提议","2016-01-27 09:00:00",0,NA,"凤凰网","设备,制造,企业,Terex,收到,中联重科,收购,提议"
"523",523,"中联重科股份有限公司","中联重科拟发起设立财产保险公司","2016-03-15 17:00:00",0,NA,"东方财富网","中联重科,拟,发起,设立,财产,保险,公司"
"524",524,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于第一大股东拟清算注销的公告","2007-07-10 06:38:00",2,3,"网易财经","长沙,中联,重工,科技,发展,股份,有限公司,第一,大,股东,拟,清算,注销,公告"
"525",525,"中联重科股份有限公司","中联重科拟20亿购奇瑞重工60%股份 进入农业机械","2014-08-15 19:00:00",0,NA,"新浪财经","中联重科,拟,20亿,购,奇瑞,重工,60%,股份,进入,农业,机械"
"526",526,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司限售股份上市流通提示性公告","2007-07-18 00:00:00",0,NA,"新浪财经","长沙,中联,重工,科技,发展,股份,有限公司,限售,股份,上市,流通,提示性,公告"
"527",527,"中联重科股份有限公司","中联重科(000157)长沙合盛科技投资有限公司简式权益变动报告书(图)","2009-03-28 09:00:00",2,5,"搜狐证券","中联重科,000157,长沙,合盛,科技,投资,有限公司,简式,权益,变动,报告书,图"
"528",528,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于收购长沙建设机械研究院...","2007-03-20 00:00:00",1,5,"新浪财经","长沙,中联,重工,科技,发展,股份,有限公司,收购,长沙,建设,机械,研究院"
"529",529,"中联重科股份有限公司","中联重科:2010年半年度报告","2010-08-23 00:00:00",0,NA,"凤凰网","中联重科,2010,半,年度,报告"
"530",530,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司重大资产购买暨关联交易报告书...","2008-09-05 04:00:00",0,NA,"全景网络","长沙,中联,重工,科技,发展,股份,有限公司,重大,资产,购买,关联,交易,报告书"
"531",531,"中联重科股份有限公司","[中报]中联重科:2012年半年度报告","2012-08-31 02:30:00",0,NA,"中国财经信息网","中报,中,联重科,2012,半,年度,报告"
"532",532,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于收购湖南浦沅工程机械有限...","2007-03-20 08:05:00",0,NA,"网易财经","长沙,中联,重工,科技,发展,股份,有限公司,收购,湖南,浦沅,工程,机械,有限"
"533",533,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司第三届董事会2008年度第八次...","2008-07-29 01:00:00",0,NA,"腾讯财经","长沙,中联,重工,科技,发展,股份,有限公司,第三,董事会,2008,年度,第八"
"534",534,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2011年第一季度报告","2011-05-02 17:00:00",0,NA,"凤凰网","长沙,中联,重工,科技,发展,股份,有限公司,2011年,第一,季度,报告"
"535",535,"中联重科股份有限公司","江西特种电机股份有限公司关于与长沙中联重工科技发展股份有限...","2011-12-02 06:00:00",0,NA,"全景网络","江西,特种,电机,股份,有限公司,长沙,中联,重工,科技,发展,股份,有限"
"536",536,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司重大资产购买暨关联交易报告书...","2008-09-05 02:00:00",0,NA,"新浪财经","长沙,中联,重工,科技,发展,股份,有限公司,重大,资产,购买,关联,交易,报告书"
"537",537,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于收购湖南省浦沅集团有限...","2007-03-20 08:00:00",0,NA,"网易财经","长沙,中联,重工,科技,发展,股份,有限公司,收购,湖南省,浦沅,集团,有限"
"538",538,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2009年第一季度报告","2009-04-30 00:00:00",0,NA,"中国证券网","长沙,中联,重工,科技,发展,股份,有限公司,2009年,第一,季度,报告"
"539",539,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2008年度报告摘要","2009-04-21 14:00:00",0,NA,"和讯黄金","长沙,中联,重工,科技,发展,股份,有限公司,2008,年度,报告,摘要"
"540",540,"中联重科股份有限公司","中联重科(000157)关于重大资产购买暨关联交易之报告(图)","2008-09-05 19:00:00",0,NA,"搜狐证券","中联重科,000157,重大,资产,购买,关联,交易,报告,图"
"541",541,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于保荐人更名的公告","2009-12-11 00:00:00",0,NA,"证券时报","长沙,中联,重工,科技,发展,股份,有限公司,保荐人,更名,公告"
"542",542,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司非公开发行股票发行情况报告暨...","2010-02-11 01:00:00",0,NA,"搜狐证券","长沙,中联,重工,科技,发展,股份,有限公司,非公开,发行,股票,发行,情况,报告"
"543",543,"中联重科股份有限公司","江西特种电机股份有限公司关于与长沙中联重工科技发展股份有限...","2011-10-11 06:00:00",0,NA,"全景网络","江西,特种,电机,股份,有限公司,长沙,中联,重工,科技,发展,股份,有限"
"544",544,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2007年度日常关...","2007-02-28 04:00:00",0,NA,"新浪财经","长沙,中联,重工,科技,发展,股份,有限公司,2007,年度,日常,关..."
"545",545,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司独立董事工作规则","2011-08-31 14:00:00",0,NA,"腾讯财经","长沙,中联,重工,科技,发展,股份,有限公司,独立,董事,工作,规则"
"546",546,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司第三届董事会第十次会议决议公告","2009-04-21 14:00:00",0,NA,"和讯基金","长沙,中联,重工,科技,发展,股份,有限公司,第三,董事会,第十,会议,决议,公告"
"547",547,"中联重科股份有限公司","工业和信息化部关于长沙中联重工科技发展股份有限公司等单位再...","2010-10-15 10:00:00",0,NA,"搜狐证券","工业,信息化,部,长沙,中联,重工,科技,发展,股份,有限公司,单位"
"548",548,"中联重科股份有限公司","中联重科与湖南晟通科技签订战略合作协议","2012-07-19 14:00:00",0,NA,"慧聪网","中联重科,湖南,晟通,科技,签订,战略,合作,协议"
"549",549,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司","2009-03-28 05:00:00",0,NA,"网易新闻","长沙,中联,重工,科技,发展,股份,有限公司"
"550",550,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于签署《募集资金三方监管...","2010-03-03 00:00:00",0,NA,"证券时报","长沙,中联,重工,科技,发展,股份,有限公司,签署,募集,资金,三,监管"
"551",551,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2008年度报告摘要","2009-04-21 14:00:00",0,NA,"和讯基金","长沙,中联,重工,科技,发展,股份,有限公司,2008,年度,报告,摘要"
"552",552,"中联重科股份有限公司","“中联重科能比联想走得更远”","2011-09-26 15:00:00",0,NA,"经济网","中联重科,能,联想,走,远"
"553",553,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于出资设立湖南中联重科履带...","2008-10-28 12:00:00",0,NA,"腾讯财经","长沙,中联,重工,科技,发展,股份,有限公司,出资,设立,湖南,中联重科,履带"
"554",554,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司第三届董事会第十一次会议决议...","2010-04-30 04:00:00",0,NA,"全景网络","长沙,中联,重工,科技,发展,股份,有限公司,第三,董事会,第十一,会议,决议"
"555",555,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司、戴姆勒东北亚投资有限公司...","2010-11-06 14:43:00",0,NA,"网易新闻","长沙,中联,重工,科技,发展,股份,有限公司,戴姆勒,东北亚,投资,有限公司"
"556",556,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司业绩预告公告","2010-10-13 00:00:00",0,NA,"证券时报","长沙,中联,重工,科技,发展,股份,有限公司,业绩,预告,公告"
"557",557,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2008年第三季度报告","2008-10-28 01:00:00",0,NA,"和讯基金","长沙,中联,重工,科技,发展,股份,有限公司,2008年,第三,季度,报告"
"558",558,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司控股股东增持公告","2010-07-20 00:00:00",0,NA,"证券时报","长沙,中联,重工,科技,发展,股份,有限公司,控股,股东,增,持,公告"
"559",559,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2010年度A股权益分派实施公告","2011-07-08 02:28:00",0,NA,"网易财经","长沙,中联,重工,科技,发展,股份,有限公司,2010,年度,A,股,权益,分派,实施,公告"
"560",560,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司澄清公告","2008-10-24 02:00:00",0,NA,"腾讯财经","长沙,中联,重工,科技,发展,股份,有限公司,澄清,公告"
"561",561,"中联重科股份有限公司","中联重科(000157)公告正文","2010-08-23 00:00:00",0,NA,"凤凰网","中联重科,000157,公告,正文"
"562",562,"中联重科股份有限公司","江西特种电机股份有限公司关于与长沙中联重工科技发展股份有限...","2012-04-09 02:00:00",0,NA,"凤凰网","江西,特种,电机,股份,有限公司,长沙,中联,重工,科技,发展,股份,有限"
"563",563,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于股东减持股份的公告","2011-08-20 01:00:00",0,NA,"网易新闻","长沙,中联,重工,科技,发展,股份,有限公司,股东,减持,股份,公告"
"564",564,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2011年半年度报告摘要","2011-08-31 02:00:00",0,NA,"新浪财经","长沙,中联,重工,科技,发展,股份,有限公司,2011,半,年度,报告,摘要"
"565",565,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司2009年度权益分派实施公告","2010-06-09 00:00:00",0,NA,"证券时报","长沙,中联,重工,科技,发展,股份,有限公司,2009,年度,权益,分派,实施,公告"
"566",566,"中联重科股份有限公司","长沙中联重工科技发展股份有限公司关于对控股子公司担保的进展公告","2009-06-27 02:00:00",1,3,"和讯黄金","长沙,中联,重工,科技,发展,股份,有限公司,控股,子公司,担保,进展,公告"
"567",567,"中联重科股份有限公司","...市康达律师事务所关于公司与长沙中联重工科技发展股份有限公司...","2011-06-17 19:00:00",0,NA,"搜狐证券","...市,康达,律师,事务所,公司,长沙,中联,重工,科技,发展,股份,有限公司"
