"","X","NEWS_SOURCE","TITLE","REPORT_TIME","side","score","author_new.NEWS_AUTHOR","news_seg"
"2890",2890,"远大空调有限公司","100亿大单花落远大空调 张跃成中博会最大赢家?","2011-07-13 22:55:00",0,NA,"钢联资讯","100亿,大,单,花,落,远大,空调,张跃成,中博会,大,赢家"
"2891",2891,"远大空调有限公司","张军总经理、马军常务副总经理率团赴湖南长沙远大科技集团进行...","2012-02-10 00:00:00",0,NA,"新华网天津频道","张军,总经理,马军,常务,副,总经理,率,团,赴,湖南,长沙,远大,科技,集团,进行"
"2892",2892,"远大空调有限公司","图文:远大空调有限公司董事长兼总裁张跃","2010-08-29 08:00:00",0,NA,"新浪财经","图文,远大,空调,有限公司,董事长,兼,总裁,张跃"
"2893",2893,"远大空调有限公司","河北衡水老白干酒业股份有限公司为河北衡水远大集团棉纺织总厂...","2008-04-24 22:00:00",0,NA,"新浪财经","河北,衡水,老,白干,酒业,股份,有限公司,为,河北,衡水,远大,集团,棉纺织,总厂"
"2894",2894,"远大空调有限公司","远大空调为苏州工业园区提供解决方案","2010-09-29 09:00:00",0,NA,"慧聪网","远大,空调,苏州,工业园区,提供,解决,方案"
"2895",2895,"远大空调有限公司","邢台远大阀门集团海外建厂","2012-12-11 10:06:00",0,NA,"同花顺金融网","邢台,远大,阀门,集团,海外,建厂"
"2896",2896,"远大空调有限公司","远大长沙世界第一高楼梦成大水坑 被质疑是骗局","2014-07-10 02:00:00",0,NA,"凤凰网","远大,长沙,世界,第一,高楼梦,成,大,水坑,质疑,是,骗局"
"2897",2897,"远大空调有限公司","华东医药股份有限公司关于大股东中国远大集团有限责任公司股权...","2006-10-28 03:00:00",0,NA,"新浪财经","华东,医药,股份,有限公司,大,股东,中国,远大,集团,有限,责任,公司,股权"
"2898",2898,"远大空调有限公司","中坤远大空调矛盾升级 争吵由微博变直播","2012-12-18 08:36:00",2,5,"新浪地产网","中,坤,远大,空调,矛盾,升级,争吵,微博,变,直播"
"2899",2899,"远大空调有限公司","远大空调总裁张跃复旦演讲:做一个有价值的人","2004-04-12 17:00:00",0,NA,"新浪财经","远大,空调,总裁,张跃,复旦,演讲,做,一个,有,价值,人"
"2900",2900,"远大空调有限公司","远大住工:江苏首个建筑工业化企业落地 12h建成别墅","2015-09-01 18:00:00",0,NA,"大苏网","远大,住工,江苏,首,建筑,工业化,企业,落地,12h,建成,别墅"
"2901",2901,"远大空调有限公司","中国绿色公司百强榜","2010-08-11 10:34:00",0,NA,"网易财经","中国,绿色,公司,百强榜"
"2902",2902,"远大空调有限公司","远大集团:价值观驱动","2011-11-04 15:00:00",0,NA,"凤凰网","远大,集团,价值观,驱动"
"2903",2903,"远大空调有限公司","2011年中国绿色公司年会_网易财经","2011-04-06 16:14:00",0,NA,"网易财经","2011年,中国,绿色,公司,年会,网易,财经"
"2904",2904,"远大空调有限公司","远大空品科技有限公司总经理胡杰:践行使命的幸福感(组图)","2013-11-21 09:18:00",0,NA,"网易新闻","远大,空品,科技,有限公司,总经理,胡杰,践行,使命,幸福感,组图"
"2905",2905,"远大空调有限公司","南方公司兆瓦级燃机试水民用市场","2016-01-04 14:00:00",0,NA,"中国航空..","南方,公司,兆瓦级,燃机,试水,民用,市场"
"2906",2906,"远大空调有限公司","远大科技集团总裁张跃的空中楼阁豪赌(全文)","2013-07-25 08:17:00",2,7,"网易","远大,科技,集团,总裁,张跃,空中楼阁,豪赌,全文"
"2907",2907,"远大空调有限公司","远大集团:价值观驱动","2011-10-26 11:00:00",0,NA,"腾讯财经","远大,集团,价值观,驱动"
"2908",2908,"远大空调有限公司","远大空调总裁张跃:企业家都是偏执狂?","2002-12-03 13:00:00",2,5,"新浪财经","远大,空调,总裁,张跃,企业家,是,偏执狂"
"2909",2909,"远大空调有限公司","远大空调董事长张跃:环保是深刻的人性问题","2010-08-05 17:00:00",1,3,"法邦网","远大,空调,董事长,张跃,环保,是,深刻,人性,问题"
"2910",2910,"远大空调有限公司","远大空调总裁张跃:享受物质要适可而止","2010-05-04 12:00:00",0,NA,"腾讯新闻","远大,空调,总裁,张跃,享受,物质,要,适可而止"
"2911",2911,"远大空调有限公司","远大空调总部回迁长沙","2009-12-24 11:00:00",0,NA,"新浪财经","远大,空调,总部,回迁,长沙"
"2912",2912,"远大空调有限公司","黄怒波称坚决撤换所有远大空调产品 张跃炮轰中坤是骗子","2013-01-17 11:00:00",2,5,"赢商网","黄怒波,称,坚决,撤换,所有,远大,空调,产品,张跃炮,轰中坤,是,骗子"
"2913",2913,"远大空调有限公司","远大科技集团总裁张跃的空中楼阁豪赌","2013-07-25 08:00:00",2,7,"凤凰网房产","远大,科技,集团,总裁,张跃,空中楼阁,豪赌"
"2914",2914,"远大空调有限公司","长沙步行街采用远大空调节能设备 每年减排二氧化氮2815吨(图)","2014-03-26 14:11:00",1,3,"网易新闻","长沙,步行街,采用,远大,空调,节能,设备,每年,减排,二氧化氮,2815,图"
"2915",2915,"湖南红太阳新能源科技有限公司","红太阳新能源成全国首批光伏制造合规企业","2014-02-11 02:08:00",0,NA,"潇湘晨报数字报","红,太阳,新,能源,成,全国,首,光伏,制造,合规,企业"
"2916",2916,"湖南红太阳新能源科技有限公司","湖南红太阳新能源中标合肥泥河镇二期20MW农光互补项目","2015-10-28 09:00:00",0,NA,"21世纪新能源网","湖南,红太阳,新,能源,中标,合肥,泥河镇,二期,20MW,农光,互补,项目"
"2917",2917,"湖南红太阳新能源科技有限公司","中电科技集团48研究所在信息化工作会议上的典型发言","2008-07-29 00:00:00",0,NA,"湖南省人民政府","中电,科技,集团,48,研究所,信息化,工作,会议,上,典型,发言"
"2918",2918,"湖南红太阳新能源科技有限公司","湖南红太阳光电科技异军突起","2010-08-11 10:13:00",0,NA,"太阳能光伏网","湖南,红,太阳,光电,科技,异军突起"
"2919",2919,"湖南红太阳新能源科技有限公司","新能源“隐形冠军”","2011-03-08 13:00:00",0,NA,"和讯","新,能源,隐形,冠军"
"2920",2920,"湖南红太阳新能源科技有限公司","江苏宝中宝新能源科技有限公司诚 聘英才(组图)","2011-05-24 04:00:00",1,5,"网易新闻","江苏,宝中宝,新,能源,科技,有限公司,诚聘,英才,组图"
"2921",2921,"湖南红太阳新能源科技有限公司","[长沙] 长沙市科技活动周看点多多 赶紧来参与吧!","2016-05-13 13:20:00",0,NA,"湖南在线","长沙,长沙市,科技,活动,周看点,来,参与"
"2922",2922,"湖南红太阳新能源科技有限公司","长沙市人民政府关于表彰2013年度工业和信息化工作先进单位的通报","2014-02-26 02:00:00",1,5,"和讯","长沙市,人民政府,表彰,2013,年度,工业,信息化,工作,先进,单位,通报"
"2923",2923,"湖南红太阳新能源科技有限公司","「PV TOP100」2015中国光伏行业创新力企业100强入围名单公布","2015-11-12 17:00:00",1,5,"美通社（亚洲）","PV,TOP100,2015,中国,光伏,行业,创新力,企业,100,强,入围,名单,公布"
"2924",2924,"介面光电（湖南）有限公司","【浏阳】蓝思科技、介面光电获首届长沙科技企业创业市长奖","2012-10-30 09:43:00",1,3,"红网","浏阳,蓝思,科技,介面,光电,获,首,长沙,科技,企业,创业,市长,奖"
"2925",2925,"介面光电（湖南）有限公司","蓝思科技介面光电获长沙“市长奖”","2012-10-29 10:43:00",0,NA,"红网","蓝思,科技,介面,光电,获,长沙,市长,奖"
"2926",2926,"介面光电（湖南）有限公司","长沙市人民政府办公厅关于2014年度 工业和信息化工作考核情况的...","2015-02-10 03:00:00",0,NA,"光明网","长沙市,人民政府,办公厅,2014,年度,工业,信息化,工作,考核,情况"
"2927",2927,"介面光电（湖南）有限公司","浏阳经开区介面光电:二次创业再造升级版","2014-12-04 17:00:00",1,3,"中国新闻网湖南新闻","浏阳,经开区,介面,光电,二,创业,再造,升级,版"
"2928",2928,"介面光电（湖南）有限公司","介面光电湖南基地投产  - 潇湘晨报数字报","2011-10-01 00:00:00",0,NA,"潇湘晨报数字报","介面,光电,湖南,基地,投产,潇湘,晨报,数字报"
"2929",2929,"介面光电（湖南）有限公司","介面光电(湖南)股份有限公司","2012-12-21 16:14:00",0,NA,"红网","介面,光电,湖南,股份,有限公司"
"2930",2930,"介面光电（湖南）有限公司","介面光电:二次创业再造升级版","2014-12-04 07:07:00",1,3,"网易新闻","介面,光电,二,创业,再造,升级,版"
"2931",2931,"介面光电（湖南）有限公司","触控面板产业竞争激烈 介面湖南厂停工卖厂","2016-01-09 08:27:00",1,7,"OFweek","触控,面板,产业,竞争,激烈,介面,湖南,厂,停工,卖,厂"
"2932",2932,"介面光电（湖南）有限公司","陈润儿会见台湾介面光电股份有限公司董事长","2012-01-16 11:47:00",0,NA,"同花顺金融网","陈润儿,会见,台湾,介面,光电,股份,有限公司,董事长"
"2933",2933,"介面光电（湖南）有限公司","台总公司停止金援 介面湖南厂停工卖厂","2016-01-11 11:46:00",0,NA,"中国触摸屏网","台,总公司,停止,金援,介面,湖南,厂,停工,卖,厂"
"2934",2934,"介面光电（湖南）有限公司","介面光电湖南厂停工 千人围厂抗争","2015-12-30 09:00:00",0,NA,"C114中国通信网","介面,光电,湖南,厂,停工,千,人,围,厂,抗争"
"2935",2935,"介面光电（湖南）有限公司","触控面板厂介面欠债1237万美元 拟出售湖南厂偿还","2016-05-16 10:50:00",0,NA,"中国触摸屏网","触控,面板,厂,介面,欠债,1237万,拟,出售,湖南厂,偿还"
"2936",2936,"介面光电（湖南）有限公司","触控面板厂介面欠债1237万美元 拟出售湖南厂偿还","2016-05-16 08:54:00",0,NA,"OFweek","触控,面板,厂,介面,欠债,1237万,拟,出售,湖南厂,偿还"
"2937",2937,"介面光电（湖南）有限公司","苹果三星手机代工企业介面光电关停湖南厂","2016-01-13 11:22:00",0,NA,"华夏经纬网","苹果,三星,手机,代工,企业,介面,光电,关停,湖南厂"
"2938",2938,"介面光电（湖南）有限公司","介面光电湖南手机代工厂停工 因陷入连续亏损","2016-01-13 01:21:00",0,NA,"网易财经","介面,光电,湖南,手机,代,工厂,停工,陷入,连续,亏损"
"2939",2939,"介面光电（湖南）有限公司","介面欠债1237万美元 拟出售湖南厂偿还","2016-05-16 10:27:00",0,NA,"和讯科技","介面,欠债,1237万,拟,出售,湖南厂,偿还"
"2940",2940,"介面光电（湖南）有限公司","年前突击关厂,又一家触控面板巨头突然死亡","2016-01-08 10:54:00",2,5,"电子信息产业网","年前,突击,关厂,一,触控,面板,巨头,突然,死亡"
"2941",2941,"广汽菲亚特克莱斯勒汽车有限公司","菲亚特汽车执行副总裁——菲亚特乘用车业务在华不算很成功","2011-04-25 03:44:00",1,3,"大洋网","菲亚特,汽车,执行,副,总裁,菲亚特,乘用车,业务,华,算,成功"
"2942",2942,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特JEEP自由光国产车型谍照曝光","2015-02-25 16:00:00",0,NA,"新浪汽车网","广汽,菲亚特,JEEP,自由,光,国产,车型,谍照,曝光"
"2943",2943,"广汽菲亚特克莱斯勒汽车有限公司","Jeep将国产三款SUV车型 计划2015年投产","2014-04-23 09:33:00",0,NA,"华夏经纬网","Jeep,国产,三,SUV,车型,计划,2015年,投产"
"2944",2944,"广汽菲亚特克莱斯勒汽车有限公司","吉普广州国产在即菲亚特拟增持克莱斯勒","2014-01-09 05:26:00",0,NA,"网易财经","吉普,广州,国产,在即,菲亚特,拟,增,持,克莱斯勒"
"2945",2945,"广汽菲亚特克莱斯勒汽车有限公司","Jeep广汽再次国产前途光明道路曲折","2014-05-06 08:00:00",0,NA,"中国经济网","Jeep,广汽,国产,前途,光明,道路,曲折"
"2946",2946,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特销量增长超40% 将导入三款SUV","2015-01-09 11:24:00",1,7,"新华网安徽站","广汽,菲亚特,销量,增长,超,40%,导入,三,SUV"
"2947",2947,"广汽菲亚特克莱斯勒汽车有限公司","取长补短 菲亚特-克莱斯勒五年规划解读","2014-05-13 00:00:00",0,5,"爱卡汽车网","取长补短,菲亚特,克莱斯勒,五,规划,解读"
"2948",2948,"广汽菲亚特克莱斯勒汽车有限公司","Jeep国产水落石出","2014-03-12 23:00:00",1,7,"华夏时报网","Jeep,国产,水落石出"
"2949",2949,"广汽菲亚特克莱斯勒汽车有限公司","汽车巨头拒绝联盟 广菲克销售公司组建遇挫","2015-06-02 07:38:00",0,NA,"网易财经","汽车,巨头,拒绝,联盟,广菲克,销售,公司,组建,遇挫"
"2950",2950,"广汽菲亚特克莱斯勒汽车有限公司","Jeep与菲亚特等4大品牌 将共享销售渠道","2015-07-18 06:53:00",0,NA,"网通社","Jeep,菲亚特,4,大,品牌,共享,销售,渠道"
"2951",2951,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克能否成为菲亚特的救世主 - 轮语汇_新浪汽车_新浪网","2015-07-17 10:00:00",0,NA,"新浪汽车网","广汽菲克,能否,成为,菲亚特,救世主,轮语,汇_,新浪,汽车,新浪网"
"2952",2952,"广汽菲亚特克莱斯勒汽车有限公司","Jeep、菲亚特和克莱斯勒品牌国产及进口车型并网销售 车企渠道整合...","2014-12-08 08:00:00",0,NA,"中国汽车报网","Jeep,菲亚特,克莱斯勒,品牌,国产,进口,车型,并网,销售,车企,渠道,整合"
"2953",2953,"广汽菲亚特克莱斯勒汽车有限公司","克莱斯勒多车将国产 定位高端/竞争别克","2015-08-26 07:24:00",0,NA,"网通社","克莱斯勒,多,车,国产,定位,高端,竞争,别克"
"2954",2954,"广汽菲亚特克莱斯勒汽车有限公司","国产JEEP销售破冰进行时","2015-07-28 08:00:00",0,NA,"盖世汽车网","国产,JEEP,销售,破冰,进行,时"
"2955",2955,"广汽菲亚特克莱斯勒汽车有限公司","首位汽车圈华人女高管又升级了","2015-03-04 15:00:00",1,3,"界面新闻","首,汽车,圈,华人,女高管,升级"
"2956",2956,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克销售公司成立 10款新车即将入华","2015-07-16 10:00:00",0,NA,"搜狐汽车","广汽菲克,销售,公司,成立,10,新,车,入华"
"2957",2957,"广汽菲亚特克莱斯勒汽车有限公司","广菲克“三合一”前途未卜","2015-07-30 06:00:00",0,NA,"中国汽车报网","广菲克,三合一,前途,卜"
"2958",2958,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特销量增长超40% 将导入三款SUV","2015-01-09 07:52:00",1,7,"驱动之家","广汽,菲亚特,销量,增长,超,40%,导入,三,SUV"
"2959",2959,"广汽菲亚特克莱斯勒汽车有限公司","菲亚特在华双品牌战略遇考验","2014-06-24 08:00:00",0,NA,"盖世汽车网","菲亚特,华双,品牌,战略,遇,考验"
"2960",2960,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克销售公司今日在上海挂牌成立","2015-07-16 10:42:00",0,NA,"南方网","广汽菲克,销售,公司,今日,上海,挂牌,成立"
"2961",2961,"广汽菲亚特克莱斯勒汽车有限公司","菲克联盟7月1日将在华成立新销售公司","2015-03-06 08:00:00",0,NA,"盖世汽车网","菲,克,联盟,7月,1日,华,成立,销售,公司"
"2962",2962,"广汽菲亚特克莱斯勒汽车有限公司","广菲克,禁不起太多纠结","2015-06-02 09:00:00",0,NA,"中国汽车报网","广菲克,禁不起,多,纠结"
"2963",2963,"广汽菲亚特克莱斯勒汽车有限公司","Jeep国产化后 麻烦就要来了!(1)","2015-07-30 12:14:00",2,7,"中华网汽车","Jeep,国产化,后,麻烦,来 1"
"2964",2964,"广汽菲亚特克莱斯勒汽车有限公司","广汽与菲亚特共同发布合资项目发展战略","2014-11-20 21:27:00",0,NA,"新华网","广汽,菲亚特,发布,合资,项目,发展,战略"
"2965",2965,"广汽菲亚特克莱斯勒汽车有限公司","自由光国产 广汽与克莱斯勒宫斗大战落幕","2015-01-28 17:01:00",0,NA,"太平洋汽车网","自由,光,国产,广汽,克莱斯勒,宫斗,大战,落幕"
"2966",2966,"广汽菲亚特克莱斯勒汽车有限公司","广菲更名为Jeep国产铺路 郑杰或任总经理(1)","2015-01-23 09:49:00",0,NA,"中华网汽车","广菲,更名,为,Jeep,国产,铺路,郑杰,任,总经理,1"
"2967",2967,"广汽菲亚特克莱斯勒汽车有限公司","克莱斯勒年内推出3款新车 不国产好意思吗?","2015-09-06 12:00:00",0,NA,"搜狐汽车","克莱斯勒,年内,推出,3,新,车,国产,好意思"
"2968",2968,"广汽菲亚特克莱斯勒汽车有限公司","标题导航|克莱斯勒|菲亚特_凤凰资讯","2015-07-21 13:00:00",0,NA,"凤凰网","标题,导航,克莱斯勒,菲亚特_凤凰,资讯"
"2969",2969,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克“开弓断弦” 经销商众叛亲离","2015-08-17 10:02:00",2,9,"猫扑汽车","广汽菲克,开,弓断,弦,经销商,众叛,亲离"
"2970",2970,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克销售公司正式运营 郑杰陈道宏上任","2015-07-16 10:09:00",0,NA,"网易汽车","广汽菲克,销售,公司,正式,运营,郑杰,陈道宏,上任"
"2971",2971,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特陆皓:今年再引入三款新产品","2015-04-20 00:00:00",0,NA,"网通社","广汽,菲亚特,陆皓,今年,引入,三,新,产品"
"2972",2972,"广汽菲亚特克莱斯勒汽车有限公司","吉普将在广汽集团实现国产","2013-01-21 07:29:00",0,NA,"大洋网","吉普,广汽,集团,实现,国产"
"2973",2973,"广汽菲亚特克莱斯勒汽车有限公司","清远驰宏汽车销售服务有限公司高管","2014-04-03 08:00:00",0,NA,"凤凰网","清远,驰宏,汽车,销售,服务,有限公司,高管"
"2974",2974,"广汽菲亚特克莱斯勒汽车有限公司","Jeep自由光将国产 或于11月份上市","2015-06-12 09:38:00",0,NA,"中华网汽车","Jeep,自由光,国产,11月份,上市"
"2975",2975,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克销售公司启动 将引6款新品","2015-07-16 11:00:00",0,NA,"腾讯汽车","广汽菲克,销售,公司,启动,引6,款,新品"
"2976",2976,"广汽菲亚特克莱斯勒汽车有限公司","一锤定音:广汽菲亚特迎来发展新机遇","2014-06-18 09:00:00",1,1,"腾讯汽车","一锤定音,广汽,菲亚特,迎来,发展,新,机遇"
"2977",2977,"广汽菲亚特克莱斯勒汽车有限公司","买Jeep是去克莱斯勒店还是菲亚特店","2015-07-22 07:53:00",0,NA,"网易新闻","买,Jeep,是,去,克莱斯勒店,还是,菲亚特店"
"2978",2978,"广汽菲亚特克莱斯勒汽车有限公司","国产Jeep自由光下线 填补湖南中高端SUV空白","2015-10-19 11:15:00",0,NA,"红网汽车","国产,Jeep,自由光,下,线,填补,湖南,中高端,SUV,空白"
"2979",2979,"广汽菲亚特克莱斯勒汽车有限公司","广菲克销售公司成立 Jeep自由光年内将实现国产","2015-07-20 09:38:00",0,NA,"中华网汽车","广菲克,销售,公司,成立,Jeep,自由,光年,内,实现,国产"
"2980",2980,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特业绩不佳疑遭弃 克莱斯勒国产生变(图)","2013-06-20 02:00:00",0,NA,"搜狐财经","广汽,菲亚特,业绩,佳,疑,遭,弃,克莱斯勒,国产生,变,图"
"2981",2981,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克销售公司真的与众不同吗?","2015-07-17 11:25:00",0,NA,"网易汽车","广汽菲克,销售,公司,真,与众不同"
"2982",2982,"广汽菲亚特克莱斯勒汽车有限公司","五年内推出10款新车规划70万产能","2015-07-22 03:00:00",0,NA,"光明网","五,内,推出,10,新,车,规划,70万,产,能"
"2983",2983,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克挂牌啦!未来将国产/引进车型猜想","2015-07-23 09:29:00",0,NA,"车讯网","广汽菲克,挂牌 未来,国产,引进,车型,猜想"
"2984",2984,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克开创合资新模式","2015-07-30 08:37:00",0,NA,"中金在线汽车","广汽菲克,开创,合资,新,模式"
"2985",2985,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克两年3款车 Jeep国产时间表曝光","2015-02-04 23:24:00",0,NA,"网上车市","广汽菲克,两,3,车,Jeep,国产,时间表,曝光"
"2986",2986,"广汽菲亚特克莱斯勒汽车有限公司","常州君爵613 菲克联合 厂方直销会","2015-06-08 10:00:00",0,NA,"车讯网","常州,君爵,613,菲,克,联合,厂方,直销会"
"2987",2987,"广汽菲亚特克莱斯勒汽车有限公司","广汽与菲亚特克莱斯勒共同发布合资项目发展战略","2014-11-20 18:19:00",0,NA,"网易汽车","广汽,菲亚特克莱斯勒,发布,合资,项目,发展,战略"
"2988",2988,"广汽菲亚特克莱斯勒汽车有限公司","销售公司框架未定 Jeep国产前夜麻烦缠身","2015-06-16 06:54:00",2,7,"大公网","销售,公司,框架,未定,Jeep,国产,前夜,麻烦,缠身"
"2989",2989,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克整合300家4S店 年内2款新车国产","2016-02-03 10:00:00",0,NA,"慧聪网","广汽菲克,整合,300,4S,店,年内,2款,新,车,国产"
"2990",2990,"广汽菲亚特克莱斯勒汽车有限公司","节能减排油限政策将至 克莱斯勒国产化还没开始就结束?","2015-10-28 09:18:00",1,3,"OFweek","节能,减排,油限,政策,克莱斯勒,国产化,开始,结束"
"2991",2991,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克翻盘面临三道坎 Jeep国产难成救命稻草","2015-10-27 08:24:00",0,NA,"新华网","广汽菲克,翻盘,面临,三,坎,Jeep,国产,难,成,救命,稻草"
"2992",2992,"广汽菲亚特克莱斯勒汽车有限公司","克莱斯勒中国召回部分进口指南者/自由客","2016-03-11 15:00:00",0,NA,"车讯网","克莱斯勒,中国,召回,部分,进口,指南者,自由客"
"2993",2993,"广汽菲亚特克莱斯勒汽车有限公司","菲亚特广州工厂6月18日奠基或产3款JEEP","2014-06-13 13:00:00",0,NA,"太平洋汽车网","菲亚特,广州,工厂,6月,18日,奠基,产,3,JEEP"
"2994",2994,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特更名","2015-01-22 13:22:00",0,NA,"网易汽车","广汽,菲亚特,更名"
"2995",2995,"广汽菲亚特克莱斯勒汽车有限公司","菲亚特克莱斯勒将在华生产吉普车","2014-04-19 17:00:00",0,NA,"新浪财经","菲亚特克莱斯勒,华,生产,吉普车"
"2996",2996,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特克莱斯勒四重钜惠庆五周年","2015-03-24 17:00:00",0,NA,"汽车之家","广汽,菲亚特克莱斯勒,四,钜惠庆,五"
"2997",2997,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克销售公司成立 10款新车即将入华","2015-07-16 18:40:00",0,NA,"东北网汽车频道","广汽菲克,销售,公司,成立,10,新,车,入华"
"2998",2998,"广汽菲亚特克莱斯勒汽车有限公司","“广汽”打出组合拳!","2015-07-22 14:00:00",0,NA,"凤凰网","广汽,打,出,组合,拳"
"2999",2999,"广汽菲亚特克莱斯勒汽车有限公司","广菲克销售公司挂牌或延期","2015-05-19 08:55:00",0,NA,"搜狐汽车","广菲克,销售,公司,挂牌,延期"
"3000",3000,"广汽菲亚特克莱斯勒汽车有限公司","克莱斯勒与菲亚特在华销售网络三年后有望统一","2015-07-17 07:00:00",0,NA,"盖世汽车网","克莱斯勒,菲亚特,华,销售,网络,三,后,有望,统一"
"3001",3001,"广汽菲亚特克莱斯勒汽车有限公司","广菲克销售公司开张 打造全品牌销售体系","2015-07-16 11:00:00",0,NA,"中国汽车报网","广菲克,销售,公司,开张,打造,全,品牌,销售,体系"
"3002",3002,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特更名销售权悬念待定","2015-02-03 01:11:00",0,NA,"新华网","广汽,菲亚特,更名,销售权,悬念,待定"
"3003",3003,"广汽菲亚特克莱斯勒汽车有限公司","克莱斯勒与菲亚特在华销售网络三年后有望统一","2015-07-17 05:53:00",0,NA,"网易财经","克莱斯勒,菲亚特,华,销售,网络,三,后,有望,统一"
"3004",3004,"广汽菲亚特克莱斯勒汽车有限公司","7月公司正式成立 国产自由光11月将上市","2015-06-12 07:12:00",0,NA,"大公网","7月,公司,正式,成立,国产,自由光,11月,上市"
"3005",3005,"广汽菲亚特克莱斯勒汽车有限公司","广菲更名广汽菲亚特克莱斯勒","2015-01-29 08:34:00",0,NA,"华龙网","广菲,更名,广汽,菲亚特克莱斯勒"
"3006",3006,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克翻盘面临三道坎 Jeep国产难成救命稻草","2015-10-27 08:08:00",0,NA,"和讯","广汽菲克,翻盘,面临,三,坎,Jeep,国产,难,成,救命,稻草"
"3007",3007,"广汽菲亚特克莱斯勒汽车有限公司","覆盖全线SUV 克莱斯勒将由广汽菲亚特国产","2014-12-01 08:36:00",0,NA,"网易汽车","覆盖,全线,SUV,克莱斯勒,广汽,菲亚特,国产"
"3008",3008,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲亚特广州工厂奠基","2014-06-19 17:00:00",0,NA,"中证网","广汽,菲亚特,广州,工厂,奠基"
"3009",3009,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克今日正式成立","2015-07-16 10:25:00",0,NA,"搜狐汽车","广汽菲克,今日,正式,成立"
"3010",3010,"广汽菲亚特克莱斯勒汽车有限公司","Jeep今年底实现国产 克莱斯勒抢先增持广汽菲亚特","2015-01-14 11:00:00",0,NA,"凤凰网","Jeep,今年底,实现,国产,克莱斯勒,抢先,增,持,广汽菲亚特"
"3011",3011,"广汽菲亚特克莱斯勒汽车有限公司","活动:迎接后合资时代,广菲克的销售公司有哪些创新之处?","2015-07-21 08:00:00",1,5,"12缸汽车网","活动,迎接,后,合资,时代,广菲克,销售,公司,有,哪些,创新,处"
"3012",3012,"广汽菲亚特克莱斯勒汽车有限公司","广汽与菲亚特、克莱斯勒宣布Jeep国产计划","2014-04-21 16:29:00",0,NA,"新华网","广汽,菲亚特,克莱斯勒,宣布,Jeep,国产,计划"
"3013",3013,"广汽菲亚特克莱斯勒汽车有限公司","克莱斯勒(中国)汽车销售有限公司 召回部分进口指南者和自由客汽车","2016-03-10 15:00:00",0,NA,"大众网","克莱斯勒,中国,汽车,销售,有限公司,召回,部分,进口,指南者,自由客,汽车"
"3014",3014,"广汽菲亚特克莱斯勒汽车有限公司","【广汽菲克|广汽菲亚特在线答疑_专家解答】昆山建辉-易车网","2015-11-24 17:00:00",1,3,"江苏广播电视台","广汽菲克,广汽,菲亚特在线,答,疑_,专家,解答,昆山,建辉,易,车网"
"3015",3015,"广汽菲亚特克莱斯勒汽车有限公司","销售公司虚拟运行 广菲克备战Jeep国产","2015-06-08 08:40:00",0,NA,"凤凰汽车网","销售,公司,虚拟,运行,广菲克,备战,Jeep,国产"
"3016",3016,"广汽菲亚特克莱斯勒汽车有限公司","广汽菲克销售公司成立,国产自由光来啦!","2015-07-16 23:11:00",0,NA,"搜狐汽车","广汽菲克,销售,公司,成立,国产,自由,来"
"3017",3017,"广汽菲亚特克莱斯勒汽车有限公司","首款湖南制造高端SUV长沙下线","2015-10-20 07:00:00",0,NA,"凤凰网","首款,湖南,制造,高端,SUV,长沙,下线"
"3018",3018,"广汽菲亚特克莱斯勒汽车有限公司","广菲克本月宣布人事任命 7月将正式挂牌","2015-06-09 06:00:00",2,5,"爱卡汽车网","广菲克,本月,宣布,人事,任命,7月,正式,挂牌"
"3019",3019,"广汽菲亚特克莱斯勒汽车有限公司","中外方博弈,广菲克销售公司挂牌延迟,广菲经销商受煎熬","2015-05-27 08:00:00",0,NA,"12缸汽车网","中外方,博弈,广菲克,销售,公司,挂牌,延迟,广,菲,经销商,受,煎熬"
